Date,Location,N,Diversity,Divergence
20191224,World,16,0.00014845449166666667,8.1867125e-05
20191224,China,16,0.00014845449166666667,8.1867125e-05
20191231,World,50,0.00024554092081632655,0.00016817404000000002
20191231,China,12,0.0002508700606060605,0.0001329996666666667
20191231,United Kingdom,6,8.733333333333335e-05,0.00021833333333333337
20191231,Canada,3,0.0003498113333333333,0.00026206866666666665
20191231,Spain,2,0.0,0.000262
20191231,India,7,0.0,0.000262
20191231,Netherlands,17,0.00018885116176470582,0.00010791758823529411
20200107,World,11,0.00014290374545454537,7.145127272727272e-05
20200107,China,8,0.00013099325,6.5496625e-05
20200107,Thailand,2,0.0,0.0
20200114,World,28,0.0004640178730158733,0.0002340430357142857
20200114,China,27,0.0004810414558404561,0.00024271129629629628
20200121,World,136,0.00013192849455337743,6.748730147058825e-05
20200121,China,94,8.230786433310517e-05,4.181141489361703e-05
20200121,USA,7,6.237880952380952e-05,3.742728571428571e-05
20200121,Canada,4,0.0,0.0
20200121,France,3,0.0,0.000261901
20200121,Australia,6,8.730033333333333e-05,4.3650166666666664e-05
20200121,Taiwan,3,0.0,0.0
20200121,Japan,3,0.0,0.0
20200121,Singapore,4,0.000131,6.55e-05
20200121,Hong Kong,5,0.000578813,0.0004206726
20200121,Vietnam,4,0.00017466066666666665,0.0001309955
20200128,World,165,0.00019398564582409159,9.876895151515146e-05
20200128,China,117,0.0002111503407014468,0.0001079430427350427
20200128,United Kingdom,2,0.0,0.000261901
20200128,USA,6,0.0002270968666666667,0.0001309955
20200128,France,6,0.00022701966666666668,0.00013096549999999998
20200128,Australia,2,0.000261991,0.0001309955
20200128,Taiwan,4,0.0,0.0
20200128,Japan,5,0.0,0.0
20200128,Singapore,6,8.733033333333334e-05,4.366516666666666e-05
20200128,South Korea,7,0.0,0.0
20200128,Italy,3,0.0,0.0
20200128,Hong Kong,2,0.0,0.0
20200204,World,105,0.00018426901300366456,9.48158761904762e-05
20200204,China,58,0.00014723977555958987,7.678689655172416e-05
20200204,United Kingdom,6,0.0,0.0
20200204,USA,2,0.000262,0.000131
20200204,Australia,3,0.0,0.0
20200204,Taiwan,3,0.0008743583333333333,0.0004369716666666667
20200204,Japan,2,0.0,0.0
20200204,Singapore,6,8.733033333333334e-05,4.366516666666666e-05
20200204,South Korea,9,5.822022222222222e-05,2.911011111111111e-05
20200204,Hong Kong,14,0.0002705789120879118,0.00022451635714285713
20200211,World,97,9.701638144329955e-05,4.861893814432991e-05
20200211,China,8,0.00011228185714285714,6.549775e-05
20200211,USA,9,0.0,0.0
20200211,Japan,65,7.254730673076922e-05,3.627281538461539e-05
20200211,Singapore,6,8.733033333333334e-05,4.366516666666666e-05
20200211,Hong Kong,7,0.00029956071428571433,0.00014976414285714287
20200218,World,62,0.00021035575356953938,0.00010988320967741938
20200218,USA,24,4.36505507246377e-05,2.1825083333333332e-05
20200218,France,2,0.0,0.000262
20200218,Australia,5,0.00020959640000000002,0.00010479820000000001
20200218,South Korea,9,5.822022222222222e-05,2.911011111111111e-05
20200218,Italy,4,0.0001309505,0.00032749325
20200218,Hong Kong,6,0.0003143728,0.0002619186666666667
20200218,Malaysia,6,0.0006118300000000001,0.000305915
20200225,World,414,0.00024451803683416624,0.00017087658454106243
20200225,China,9,0.0,0.0
20200225,United Kingdom,41,0.00025944086219512253,0.00024282575609756095
20200225,USA,125,0.00015321746670967523,8.384106399999997e-05
20200225,Belarus,2,0.000262,0.000131
20200225,Switzerland,25,6.287181999999999e-05,0.00027247856000000003
20200225,Iceland,24,0.00031041997101449205,0.00027292283333333337
20200225,Brazil,6,0.00013973333333333336,0.0001746666666666667
20200225,Canada,4,0.000131,6.55e-05
20200225,Luxembourg,2,0.0,0.000523991
20200225,Czech Republic,2,0.0,0.000262
20200225,France,16,0.00011790760000000002,0.00022926900000000004
20200225,Australia,12,0.00028188293939393944,0.00015282924999999997
20200225,Taiwan,4,0.0002619955,0.00026199325
20200225,Belgium,16,0.0005415770333333336,0.00055692625
20200225,Denmark,6,0.0002619732,0.00030566066666666667
20200225,Portugal,2,0.0,0.000262
20200225,Spain,13,0.00015451370512820507,8.0614e-05
20200225,Democratic Republic of the Congo,5,0.0001047604,0.0003143946
20200225,Singapore,6,0.0,0.0
20200225,Georgia,2,0.0,0.0
20200225,South Korea,5,0.0,0.0
20200225,Korea,3,0.0,0.0
20200225,Netherlands,32,0.0001510688608870961,0.00013099915625000002
20200225,Italy,6,0.0,0.000262
20200225,Algeria,2,0.0,0.000262
20200225,Austria,2,0.000262,0.000131
20200225,Germany,10,0.0001862930444444444,0.0001047883
20200225,Norway,7,0.00022457999999999997,0.00011229
20200225,Hong Kong,4,0.0001309505,0.00019642575
20200225,Croatia,3,0.0001746666666666667,0.0001746666666666667
20200225,Senegal,2,0.0,0.000262
20200225,New Zealand,2,0.000262,0.000131
20200225,Kuwait,4,0.0,0.0
20200225,Estonia,4,0.0001309505,0.00032749325
20200303,World,999,0.00023587082239256708,0.0002153224104104137
20200303,United Kingdom,97,0.0003026671514175193,0.00025391098969072145
20200303,USA,273,0.0002027559931588389,0.00014107546153846112
20200303,Switzerland,5,0.0,0.000262
20200303,England,9,0.00020377577777777776,0.00017466566666666668
20200303,Iceland,34,4.6229155080213835e-05,0.0002851163235294118
20200303,Brazil,14,0.00016989390109890112,0.00024328378571428574
20200303,Canada,28,0.0002107016984126978,0.00013098907142857145
20200303,Luxembourg,3,0.0001746666666666667,8.733333333333335e-05
20200303,France,49,0.0001474796887755104,0.0003154916326530613
20200303,Australia,31,0.0003121523526881728,0.00016901929032258066
20200303,Taiwan,3,0.00034951133333333337,0.000261991
20200303,Belgium,88,0.00025226909508882284,0.000357283863636363
20200303,Denmark,57,4.563511215538844e-05,0.0002665968596491229
20200303,Portugal,20,7.029974210526319e-05,0.00030129595
20200303,Japan,3,0.0001746666666666667,0.0001746666666666667
20200303,Spain,53,0.0001920319978229346,0.00012852656603773587
20200303,Singapore,10,0.0001979540666666667,0.0001047901
20200303,India,7,0.00012475761904761905,0.00033685457142857144
20200303,Georgia,2,0.000262,0.000131
20200303,Netherlands,133,0.0002351595861243946,0.00021276942857142826
20200303,Ireland,7,7.485714285714287e-05,0.0002245714285714286
20200303,Italy,5,0.00010479639999999999,0.00031439820000000004
20200303,Finland,8,0.00026197600000000003,0.000327500375
20200303,Austria,3,0.00017460066666666666,8.730033333333333e-05
20200303,Norway,5,0.00010480000000000001,0.00020960000000000003
20200303,Slovakia,4,0.000131,0.0001965
20200303,Sweden,21,4.989567619047621e-05,0.00026199871428571434
20200303,Senegal,2,0.0,0.000262
20200303,Vietnam,3,0.0,0.000262
20200303,South Africa,2,0.000523991,0.0002619955
20200303,Chile,6,8.733333333333335e-05,4.366666666666667e-05
20200303,Slovenia,2,0.00131146,0.0006555255000000001
20200310,World,1848,0.0002428358891171808,0.00020614879761904356
20200310,China,3,0.00034941633333333334,0.00017466066666666665
20200310,United Kingdom,274,0.00027231550241965896,0.00017978299635036473
20200310,USA,647,0.00021503931064527162,0.00017250542503863928
20200310,Switzerland,3,0.0,0.000262
20200310,England,2,0.0,0.0
20200310,Iceland,138,0.00023287605225853436,0.00026959892753623116
20200310,Brazil,12,0.00012305910606060606,0.0002401659166666667
20200310,Canada,89,0.0002281533669560742,0.00020312882022471894
20200310,Luxembourg,35,2.9937321008403346e-05,0.0002769793428571429
20200310,France,39,7.636721457489905e-05,0.0003023058461538462
20200310,Australia,114,0.0002892626424468125,0.00017695630701754355
20200310,Mexico,9,0.0005970201666666667,0.0004658991111111112
20200310,Taiwan,17,0.0003198079338235294,0.00023117170588235296
20200310,Russia,16,6.549887499999999e-05,0.00029476843750000003
20200310,Belgium,20,0.00015582075263157857,0.0002226991
20200310,Denmark,91,0.00010927525982905958,0.00026200661538461486
20200310,Portugal,17,0.00024655926470588214,0.00027739535294117644
20200310,Japan,10,0.0,0.000262
20200310,Jordan,4,0.0002619625,0.00026199325
20200310,Spain,45,0.0001720335444444457,0.0001863174666666667
20200310,Singapore,8,0.00020585489285714287,0.000130998875
20200310,India,14,0.00022472410989010994,0.00011235435714285715
20200310,Thailand,4,0.0,0.000262
20200310,Georgia,6,0.00031436986666666665,0.000261979
20200310,Netherlands,97,0.0002772608657646001,0.00019722859793814412
20200310,Ireland,3,0.0001746666666666667,8.733333333333335e-05
20200310,Italy,4,0.0001309505,0.00032749325
20200310,Finland,26,0.0003700332123076914,0.00039301680769230756
20200310,Austria,10,0.00010486079999999997,0.000262
20200310,Germany,44,0.00010718953065539061,0.00021438436363636364
20200310,Norway,5,0.0,0.000262
20200310,Sri Lanka,2,0.000262,0.000131
20200310,Saudi Arabia,2,0.0,0.000262
20200310,Sweden,19,0.00029738995321637433,0.00035862931578947374
20200310,Senegal,7,0.00014980114285714283,0.000262
20200310,New Zealand,4,0.0003057511666666667,0.00019649324999999998
20200310,Kuwait,4,0.0,0.000131
20200317,World,2861,0.00022704650085911631,0.00022326641873470523
20200317,United Kingdom,740,0.00021295982302591254,0.00016144675675675618
20200317,USA,773,0.00017879221385947602,0.00021116191979301594
20200317,Switzerland,8,6.549775e-05,0.00029474887500000003
20200317,England,33,0.00024512635606060653,0.00019054245454545456
20200317,Iceland,261,0.00022160188523438954,0.00024092567816091898
20200317,Brazil,11,0.00019052214545454545,0.00030965909090909096
20200317,Canada,4,0.0005676720000000001,0.00032748275
20200317,Luxembourg,61,4.209136830601092e-05,0.00025770462295081966
20200317,Czech Republic,6,0.00027943726666666667,0.00043671783333333337
20200317,France,89,8.816840372829506e-05,0.0003002765730337074
20200317,Australia,373,0.00033035076822612056,0.000247954680965147
20200317,Turkey,19,0.00029726277777777823,0.0003033641578947369
20200317,Taiwan,29,0.00020777403694581244,0.00029814065517241384
20200317,Russia,28,0.00019199189417989433,0.0003087784285714286
20200317,Belgium,58,0.0002076210042347255,0.0003433133275862065
20200317,Poland,4,0.00039295799999999995,0.00045850075
20200317,Denmark,47,9.984493524514354e-05,0.00030101859574468087
20200317,Portugal,57,0.00013231583646616628,0.0002436158771929825
20200317,Japan,6,0.0001571946,0.00039299550000000005
20200317,Jordan,10,9.315555555555556e-05,0.00020960000000000003
20200317,Spain,28,0.00017468934126984093,0.0002058676785714286
20200317,Democratic Republic of the Congo,19,0.0002849818421052633,0.0003309404210526316
20200317,India,2,0.0,0.000262
20200317,Thailand,5,0.00041937880000000004,0.0003143982
20200317,Netherlands,114,0.00026522881695387993,0.0002712367894736836
