id,country,locality,state,subregion,submitted,collected
epi_isl_422687,Netherlands,,,Europe,20200411,20200321
epi_isl_422686,Netherlands,,,Europe,20200411,20200319
epi_isl_422685,Netherlands,,,Europe,20200411,20200319
epi_isl_422684,Netherlands,,,Europe,20200411,20200319
epi_isl_422683,Netherlands,,,Europe,20200411,20200319
epi_isl_422682,Netherlands,,,Europe,20200411,20200319
epi_isl_422681,Netherlands,,,Europe,20200411,20200319
epi_isl_422680,Netherlands,,,Europe,20200411,20200319
epi_isl_422679,Netherlands,,,Europe,20200411,20200319
epi_isl_422678,Netherlands,,,Europe,20200411,20200311
epi_isl_422677,Netherlands,,,Europe,20200411,20200311
epi_isl_422676,Netherlands,,,Europe,20200411,20200311
epi_isl_422675,Netherlands,,,Europe,20200411,20200310
epi_isl_422674,Netherlands,,,Europe,20200411,20200317
epi_isl_422673,Netherlands,,,Europe,20200411,20200317
epi_isl_422672,Netherlands,,,Europe,20200411,20200317
epi_isl_422671,Netherlands,,,Europe,20200411,20200317
epi_isl_422670,Netherlands,,,Europe,20200411,20200317
epi_isl_422669,Netherlands,,,Europe,20200411,20200318
epi_isl_422668,Netherlands,,,Europe,20200411,20200317
epi_isl_422667,Netherlands,,,Europe,20200411,20200316
epi_isl_422666,Netherlands,,,Europe,20200411,20200316
epi_isl_422665,Netherlands,,,Europe,20200411,20200316
epi_isl_422664,Netherlands,,,Europe,20200411,20200316
epi_isl_422663,Netherlands,,,Europe,20200411,20200310
epi_isl_422662,Netherlands,,,Europe,20200411,20200310
epi_isl_422661,Netherlands,,,Europe,20200411,20200310
epi_isl_422660,Netherlands,,,Europe,20200411,20200310
epi_isl_422659,Netherlands,,,Europe,20200411,20200315
epi_isl_422658,Netherlands,,,Europe,20200411,20200318
epi_isl_422657,Netherlands,,,Europe,20200411,20200318
epi_isl_422656,Netherlands,,,Europe,20200411,20200318
epi_isl_422655,Netherlands,,,Europe,20200411,20200318
epi_isl_422654,Netherlands,,,Europe,20200411,20200318
epi_isl_422653,Netherlands,,,Europe,20200411,20200318
epi_isl_422652,Netherlands,,,Europe,20200411,20200318
epi_isl_422651,Netherlands,,,Europe,20200411,20200318
epi_isl_422650,Netherlands,,,Europe,20200411,20200318
epi_isl_422649,Netherlands,,,Europe,20200411,20200318
epi_isl_422648,Netherlands,,Limburg,Europe,20200411,20200320
epi_isl_422647,Netherlands,,Limburg,Europe,20200411,20200319
epi_isl_422646,Netherlands,,Limburg,Europe,20200411,20200320
epi_isl_422645,Netherlands,,Gelderland,Europe,20200411,20200318
epi_isl_422644,Netherlands,,Gelderland,Europe,20200411,20200313
epi_isl_422643,Netherlands,,Gelderland,Europe,20200411,20200311
epi_isl_422642,Netherlands,,Gelderland,Europe,20200411,20200309
epi_isl_422641,Netherlands,,Gelderland,Europe,20200411,20200310
epi_isl_422640,Netherlands,,Gelderland,Europe,20200411,20200320
epi_isl_422639,Netherlands,,Gelderland,Europe,20200411,20200321
epi_isl_422638,Netherlands,,Gelderland,Europe,20200411,20200320
epi_isl_422637,Netherlands,,Flevoland,Europe,20200411,20200325
epi_isl_422636,Czech Republic,,Prague,Europe,20200411,20200308
epi_isl_422563,Ecuador,,Pichincha,South America,20200411,20200330
epi_isl_422635,Netherlands,,Zuid Holland,Europe,20200411,20200331
epi_isl_422634,Netherlands,,Zuid Holland,Europe,20200411,20200331
epi_isl_422633,Netherlands,,Zuid Holland,Europe,20200411,20200331
epi_isl_422632,Netherlands,,Zuid Holland,Europe,20200411,20200330
epi_isl_422631,Netherlands,,Zuid Holland,Europe,20200411,20200331
epi_isl_422630,Netherlands,,Zuid Holland,Europe,20200411,20200331
epi_isl_422629,Netherlands,,Zuid Holland,Europe,20200411,20200331
epi_isl_422628,Netherlands,,Zuid Holland,Europe,20200411,20200331
epi_isl_422627,Netherlands,,,Europe,20200411,20200402
epi_isl_422626,Netherlands,,,Europe,20200411,20200402
epi_isl_422625,Netherlands,,,Europe,20200411,20200402
epi_isl_422624,Netherlands,,,Europe,20200411,20200402
epi_isl_422623,Netherlands,,,Europe,20200411,20200402
epi_isl_422622,Netherlands,,,Europe,20200411,20200402
epi_isl_422621,Netherlands,,,Europe,20200411,20200402
epi_isl_422620,Netherlands,,,Europe,20200411,20200402
epi_isl_422619,Netherlands,,,Europe,20200411,20200402
epi_isl_422618,Netherlands,,,Europe,20200411,20200402
epi_isl_422617,Netherlands,,,Europe,20200411,20200402
epi_isl_422616,Netherlands,,,Europe,20200411,20200402
epi_isl_422615,Netherlands,,,Europe,20200411,20200401
epi_isl_422614,Netherlands,,,Europe,20200411,20200401
epi_isl_422613,Netherlands,,,Europe,20200411,20200401
epi_isl_422612,Netherlands,,,Europe,20200411,20200401
epi_isl_422611,Netherlands,,,Europe,20200411,20200401
epi_isl_422610,Netherlands,,,Europe,20200411,20200401
epi_isl_422609,Netherlands,,,Europe,20200411,20200401
epi_isl_422608,Netherlands,,,Europe,20200411,20200401
epi_isl_422607,Netherlands,,,Europe,20200411,20200401
epi_isl_422606,Netherlands,,,Europe,20200411,20200401
epi_isl_422605,Netherlands,,,Europe,20200411,20200401
epi_isl_422604,Netherlands,,,Europe,20200411,20200401
epi_isl_422603,Netherlands,,,Europe,20200411,20200401
epi_isl_422602,Netherlands,,,Europe,20200411,20200401
epi_isl_422601,Netherlands,,,Europe,20200411,20200401
epi_isl_422600,Netherlands,,,Europe,20200411,20200401
epi_isl_422599,Netherlands,,,Europe,20200411,20200331
epi_isl_422598,Netherlands,,,Europe,20200411,20200331
epi_isl_422597,Netherlands,,,Europe,20200411,20200331
epi_isl_422596,Netherlands,,,Europe,20200411,20200331
epi_isl_422595,Netherlands,,,Europe,20200411,20200331
epi_isl_422594,Netherlands,,,Europe,20200411,20200331
epi_isl_422593,Netherlands,,,Europe,20200411,20200331
epi_isl_422592,Netherlands,,,Europe,20200411,20200331
epi_isl_422591,Netherlands,,,Europe,20200411,20200331
epi_isl_422590,Netherlands,,,Europe,20200411,20200331
epi_isl_422589,Netherlands,,,Europe,20200411,20200331
epi_isl_422588,Netherlands,,,Europe,20200411,20200331
epi_isl_422587,Netherlands,,,Europe,20200411,20200331
epi_isl_422586,Netherlands,,,Europe,20200411,20200330
epi_isl_422585,Netherlands,,,Europe,20200411,20200330
epi_isl_422584,Netherlands,,,Europe,20200411,20200330
epi_isl_422583,Netherlands,,,Europe,20200411,20200330
epi_isl_422582,Netherlands,,,Europe,20200411,20200330
epi_isl_422581,Netherlands,,,Europe,20200411,20200330
epi_isl_422580,Netherlands,,,Europe,20200411,20200330
epi_isl_422579,Netherlands,,,Europe,20200411,20200330
epi_isl_422578,Netherlands,,,Europe,20200411,20200330
epi_isl_422577,Netherlands,,,Europe,20200411,20200330
epi_isl_422576,Netherlands,,,Europe,20200411,20200330
epi_isl_422575,Netherlands,,,Europe,20200411,20200330
epi_isl_422574,Netherlands,,,Europe,20200411,20200330
epi_isl_422573,Netherlands,,Friesland,Europe,20200411,20200330
epi_isl_422572,Netherlands,,Friesland,Europe,20200411,20200328
epi_isl_422571,Netherlands,,Friesland,Europe,20200411,20200328
epi_isl_422570,Netherlands,,Friesland,Europe,20200411,20200330
epi_isl_422569,Netherlands,,Friesland,Europe,20200411,20200327
epi_isl_422568,Netherlands,,Friesland,Europe,20200411,20200328
epi_isl_422567,Netherlands,,Friesland,Europe,20200411,20200401
epi_isl_422566,Netherlands,,Friesland,Europe,20200411,20200330
epi_isl_418261,Italy,,Abruzzo,Europe,20200329,20200317
epi_isl_418260,Italy,,Abruzzo,Europe,20200329,20200316
epi_isl_418259,Italy,,Abruzzo,Europe,20200329,20200314
epi_isl_418258,Italy,,Abruzzo,Europe,20200329,20200314
epi_isl_418256,Italy,,Abruzzo,Europe,20200329,20200314
epi_isl_418255,Italy,,Abruzzo,Europe,20200329,20200314
epi_isl_422562,USA,Bronx,New York,North America,20200411,20200322
epi_isl_422561,USA,Manhattan,New York,North America,20200411,20200322
epi_isl_422560,USA,,New York,North America,20200411,20200322
epi_isl_422559,USA,Brooklyn,New York,North America,20200411,20200322
epi_isl_422558,USA,Brooklyn,New York,North America,20200411,20200321
epi_isl_422557,USA,Manhattan,New York,North America,20200411,20200321
epi_isl_422556,USA,Brooklyn,New York,North America,20200411,20200321
epi_isl_422555,USA,Manhattan,New York,North America,20200411,20200322
epi_isl_422554,USA,Brooklyn,New York,North America,20200411,20200321
epi_isl_422553,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422552,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422551,USA,Bronx,New York,North America,20200411,20200320
epi_isl_422550,USA,Bronx,New York,North America,20200411,20200320
epi_isl_422549,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422548,USA,Bronx,New York,North America,20200411,20200320
epi_isl_422547,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422546,USA,Queens,New York,North America,20200411,20200319
epi_isl_422545,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422544,USA,Westchester County,New York,North America,20200411,20200320
epi_isl_422543,USA,Bronx,New York,North America,20200411,20200320
epi_isl_422542,USA,Bronx,New York,North America,20200411,20200319
epi_isl_422541,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422540,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422539,USA,Bronx,New York,North America,20200411,20200319
epi_isl_422538,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422537,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422536,USA,Brooklyn,New York,North America,20200411,20200319
epi_isl_422535,USA,Brooklyn,New York,North America,20200411,20200319
epi_isl_422534,USA,Queens,New York,North America,20200411,20200319
epi_isl_422533,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422532,USA,Brooklyn,New York,North America,20200411,20200319
epi_isl_422531,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422530,USA,Manhattan,New York,North America,20200411,20200322
epi_isl_422529,USA,Brooklyn,New York,North America,20200411,20200322
epi_isl_422528,USA,Brooklyn,New York,North America,20200411,20200321
epi_isl_422527,USA,Brooklyn,New York,North America,20200411,20200321
epi_isl_422526,USA,Queens,New York,North America,20200411,20200322
epi_isl_422525,USA,Brooklyn,New York,North America,20200411,20200322
epi_isl_422524,USA,Manhattan,New York,North America,20200411,20200322
epi_isl_422523,USA,Bronx,New York,North America,20200411,20200321
epi_isl_422522,USA,Manhattan,New York,North America,20200411,20200322
epi_isl_422521,USA,Brooklyn,New York,North America,20200411,20200322
epi_isl_422520,USA,Brooklyn,New York,North America,20200411,20200321
epi_isl_422519,USA,Brooklyn,New York,North America,20200411,20200322
epi_isl_422518,USA,,New York,North America,20200411,20200322
epi_isl_422517,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422516,USA,Queens,New York,North America,20200411,20200320
epi_isl_422515,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422514,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422513,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422512,USA,Brooklyn,New York,North America,20200411,20200320
epi_isl_422511,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422510,USA,Queens,New York,North America,20200411,20200320
epi_isl_422509,USA,Manhattan,New York,North America,20200411,20200320
epi_isl_422508,USA,Nassau County,New York,North America,20200411,20200320
epi_isl_422507,USA,Nassau County,New York,North America,20200411,20200320
epi_isl_422506,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422505,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422504,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422503,USA,Nassau County,New York,North America,20200411,20200319
epi_isl_422502,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422501,USA,Brooklyn,New York,North America,20200411,20200319
epi_isl_422500,USA,Nassau County,New York,North America,20200411,20200319
epi_isl_422499,USA,Queens,New York,North America,20200411,20200319
epi_isl_422498,USA,Brooklyn,New York,North America,20200411,20200319
epi_isl_422497,USA,Nassau County,New York,North America,20200411,20200319
epi_isl_422496,USA,Nassau County,New York,North America,20200411,20200319
epi_isl_422495,USA,Brooklyn,New York,North America,20200411,20200319
epi_isl_422494,USA,Manhattan,New York,North America,20200411,20200319
epi_isl_422493,USA,Queens,New York,North America,20200411,20200319
epi_isl_422492,USA,Nassau County,New York,North America,20200411,20200319
epi_isl_422491,USA,Nassau County,New York,North America,20200411,20200319
epi_isl_422490,USA,Brooklyn,New York,North America,20200411,20200320
epi_isl_422489,USA,Brooklyn,New York,North America,20200411,20200321
epi_isl_422488,USA,Manhattan,New York,North America,20200411,20200321
epi_isl_417924,Colombia,,Antioquia,South America,20200327,20200311
epi_isl_422453,USA,La Crosse County,Wisconsin,North America,20200410,20200331
epi_isl_422459,USA,La Crosse County,Wisconsin,North America,20200410,20200402
epi_isl_422465,USA,La Crosse County,Wisconsin,North America,20200410,20200328
epi_isl_422464,USA,La Crosse County,Wisconsin,North America,20200410,20200326
epi_isl_422463,USA,La Crosse County,Wisconsin,North America,20200410,20200406
epi_isl_422462,USA,La Crosse County,Wisconsin,North America,20200410,20200403
epi_isl_422461,USA,La Crosse County,Wisconsin,North America,20200410,20200406
epi_isl_422437,Italy,Verona,Veneto,Europe,20200410,20200325
epi_isl_422438,Italy,Verona,Veneto,Europe,20200410,20200325
epi_isl_422436,United Kingdom,,England,Europe,20200410,20200327
epi_isl_422435,Singapore,,,Asia,20200410,20200331
epi_isl_422434,Singapore,,,Asia,20200410,20200331
epi_isl_422433,Singapore,,,Asia,20200410,20200331
epi_isl_422432,Singapore,,,Asia,20200410,20200331
epi_isl_422431,Singapore,,,Asia,20200410,20200331
epi_isl_422430,Singapore,,,Asia,20200410,20200313
epi_isl_422429,Singapore,,,Asia,20200410,20200216
epi_isl_422428,Singapore,,,Asia,20200410,20200206
epi_isl_422426,Kuwait,,Dasman,Asia,20200410,20200316
epi_isl_422427,Kuwait,,Dasman,Asia,20200410,20200316
epi_isl_422424,Kuwait,,Dasman,Asia,20200410,20200315
epi_isl_422425,China,,Zhejiang,Asia,20200410,20200124
epi_isl_422422,Taiwan,,Taipei,Asia,20200410,20200319
epi_isl_422421,Taiwan,,Taipei,Asia,20200410,20200319
epi_isl_422420,Taiwan,,Taipei,Asia,20200410,20200319
epi_isl_422419,Taiwan,,Taipei,Asia,20200410,20200319
epi_isl_422418,Taiwan,,Taipei,Asia,20200410,20200319
epi_isl_422417,Taiwan,,Taipei,Asia,20200410,20200318
epi_isl_422416,Taiwan,,Taipei,Asia,20200410,20200318
epi_isl_422415,Taiwan,,Taipei,Asia,20200410,20200317
epi_isl_422414,Taiwan,,Taipei,Asia,20200410,20200316
epi_isl_422413,Taiwan,,Taipei,Asia,20200410,20200316
epi_isl_422412,Taiwan,,Taipei,Asia,20200410,20200314
epi_isl_422411,Taiwan,,Taipei,Asia,20200410,20200314
epi_isl_422410,Taiwan,,Taipei,Asia,20200410,20200313
epi_isl_422409,Taiwan,,Taipei,Asia,20200410,20200313
epi_isl_422408,Taiwan,,Taipei,Asia,20200410,20200313
epi_isl_422407,Taiwan,,Taipei,Asia,20200410,20200304
epi_isl_417443,Hong Kong,,,Asia,20200326,20200122
epi_isl_422406,Ghana,,Greater Accra,Africa,20200410,20200329
epi_isl_422405,Ghana,,Greater Accra,Africa,20200410,20200325
epi_isl_422404,Ghana,,Greater Accra,Africa,20200410,20200324
epi_isl_422403,Ghana,,Greater Accra,Africa,20200410,20200330
epi_isl_422402,Ghana,,Greater Accra,Africa,20200410,20200330
epi_isl_422401,Ghana,,Greater Accra,Africa,20200410,20200331
epi_isl_422400,Ghana,,Greater Accra,Africa,20200410,20200330
epi_isl_422399,Ghana,,Greater Accra,Africa,20200410,20200330
epi_isl_422398,Ghana,,Greater Accra,Africa,20200410,20200329
epi_isl_422397,Ghana,,Greater Accra,Africa,20200410,20200329
epi_isl_422394,Ghana,,Greater Accra,Africa,20200410,20200327
epi_isl_422390,Ghana,,Greater Accra,Africa,20200410,20200325
epi_isl_422387,Ghana,,Greater Accra,Africa,20200410,20200325
epi_isl_422384,Ghana,,Greater Accra,Africa,20200410,20200324
epi_isl_422382,Ghana,,Greater Accra,Africa,20200410,20200324
epi_isl_422377,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422376,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422375,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422374,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422373,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422372,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422371,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422370,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422369,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422368,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422366,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422365,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422364,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422363,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422362,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422361,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422360,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422359,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422358,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422357,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422356,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422355,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422354,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422353,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422352,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422351,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422350,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422349,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422348,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422347,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422346,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422345,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422344,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422343,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422342,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422341,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422340,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422339,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422338,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422337,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422336,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422335,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422334,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422333,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422332,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422331,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422330,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422329,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422328,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422327,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422326,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422325,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422324,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422323,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422322,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422321,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422320,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422319,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422318,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422317,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422316,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422315,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422314,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422313,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422312,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422311,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422310,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422309,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422308,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422307,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422306,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422305,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422304,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422303,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422302,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422301,United Kingdom,,Wales,Europe,20200410,20200322
epi_isl_422300,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422299,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422298,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422297,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422296,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422295,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422294,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422293,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422292,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422291,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422290,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422289,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422288,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422287,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422286,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422285,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422284,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422283,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422282,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422281,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422280,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422279,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422278,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422277,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422276,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422275,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422274,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422273,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422272,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422271,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422270,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422269,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422268,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422267,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422266,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422265,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422264,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422263,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422262,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422261,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422260,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422259,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422258,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422257,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422256,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422255,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422254,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422253,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422252,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422251,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422250,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422249,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422248,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422247,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422246,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422245,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422244,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422243,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422242,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422241,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422240,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422239,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422238,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422237,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422236,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422235,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422234,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422233,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422232,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422231,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422230,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422229,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422228,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422227,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422226,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422225,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422224,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422223,United Kingdom,,Wales,Europe,20200410,20200326
epi_isl_422222,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422221,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422220,United Kingdom,,Wales,Europe,20200410,20200323
epi_isl_422219,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422218,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422217,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422216,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422215,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422214,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422213,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422212,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422211,United Kingdom,,Wales,Europe,20200410,20200329
epi_isl_422210,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422209,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422208,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422207,United Kingdom,,Wales,Europe,20200410,20200328
epi_isl_422206,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422205,United Kingdom,,Wales,Europe,20200410,20200324
epi_isl_422204,United Kingdom,,Wales,Europe,20200410,20200330
epi_isl_422203,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422202,United Kingdom,,Wales,Europe,20200410,20200325
epi_isl_422201,United Kingdom,,Wales,Europe,20200410,20200327
epi_isl_422200,United Kingdom,,Wales,Europe,20200410,20200330
